node_id,parent_id,stage,arm,primary,GAUC,nDCG@5,delta_primary,ci95_lo,ci95_hi,confirmed,skip,buggy,error,patch,tokens_in,tokens_out,gpu_seconds
042_ablate_c1_s0,038_features,improve,ablate,0.62304,0.66502,0.58106,-0.02034,-0.02839,-0.01116,false,false,false,,"{""listwise_gain"": ""uniform"", ""loss"": ""listwise"", ""seed"": 0}",0,0,131.4
043_ablate_c1_s1,038_features,improve,ablate,0.62549,0.66556,0.58542,-0.01789,-0.02487,-0.00803,false,false,false,,"{""listwise_gain"": ""uniform"", ""loss"": ""listwise"", ""seed"": 1}",0,0,130.2
044_ablate_c1_s2,038_features,improve,ablate,0.62890,0.66652,0.59128,-0.01448,-0.02150,-0.00493,false,false,false,,"{""listwise_gain"": ""uniform"", ""loss"": ""listwise"", ""seed"": 2}",0,0,174.9
045_ablate,038_features,ablate,ablate,,,,,,,,false,false,,ablate,9070,14074,0.0
046_ensemble,039_ablate_c0_s0,ensemble,ensemble,0.65045,0.67660,0.62429,0.00403,-0.00415,0.00723,false,false,false,,"ensemble:039_ablate_c0_s0,040_ablate_c0_s1,041_ablate_c0_s2",0,0,0.0
047_ensemble,039_ablate_c0_s0,ensemble,ensemble,0.65045,0.67660,0.62429,0.00403,-0.00415,0.00723,false,false,false,,"ensemble:000_fm_baseline,000_fm_s1,001_fm_s2,015_ablate_c0_s0,016_ablate_c0_s1,017_ablate_c0_s2,018_ablate_c1_s0,019_ablate_c1_s1,020_ablate_c1_s2,039_ablate_c0_s0,040_ablate_c0_s1,041_ablate_c0_s2,042_ablate_c1_s0,043_ablate_c1_s1,044_ablate_c1_s2",0,0,0.0
048_loss,039_ablate_c0_s0,improve,loss,,,,,,,false,false,true,data_scale=pure not on disk,"{""loss"": ""bpr_global""}",14438,3492,0.0
049_architecture,039_ablate_c0_s0,improve,architecture,0.65280,0.67630,0.62940,0.00638,,,false,false,false,timeout,"{""arch"": ""dcnv2"", ""data_scale"": ""1k""}",14452,6281,3600.4
050_regularization,015_ablate_c0_s0,improve,regularization,,,,,,,false,false,true,data_scale=pure not on disk,"{""l2"": 5e-06}",14502,3202,0.0
051_architecture,039_ablate_c0_s0,improve,architecture,,,,,,,false,false,true,data_scale=pure not on disk,"{""arch"": ""dcnv2""}",14569,4114,0.0
052_multitask,006_draft,improve,multitask,0.63535,0.67258,0.59813,-0.01107,-0.02088,-0.00534,false,false,false,,"{""aux_click"": true}",14664,1594,159.4
053_architecture,039_ablate_c0_s0,improve,architecture,0.64580,0.67160,0.62000,-0.00062,,,false,false,false,timeout,"{""arch"": ""deepfm"", ""data_scale"": ""1k""}",14868,14153,3600.6
054_finalize,039_ablate_c0_s0,finalize,finalize,0.65001,0.67654,0.62348,,,,,false,false,,finalize,0,0,0.0
